SQUADRA,BAUDI
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi', 'Tananai')",95
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi', 'Yuman')",93
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Michele_Bravi', 'Tananai', 'Yuman')",93
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Noemi', 'Rkomi', 'Tananai')",96
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Noemi', 'Rkomi', 'Yuman')",94
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Noemi', 'Tananai', 'Yuman')",94
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Rkomi', 'Sangiovanni', 'Tananai')",98
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Rkomi', 'Sangiovanni', 'Yuman')",96
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Rkomi', 'Tananai', 'Yuman')",86
"('Fabrizio_Moro', 'Giovanni_Truppi', 'Sangiovanni', 'Tananai', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Rkomi')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Tananai')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano')",85
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Tananai')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Yuman')",85
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Tananai')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Yuman')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Rkomi')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Tananai')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Yuman')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Michele_Bravi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Rkomi')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Tananai')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Yuman')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Michele_Bravi')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Noemi')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Sangiovanni')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Tananai')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano', 'Yuman')",85
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Rkomi')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Tananai')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi', 'Yuman')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Rkomi')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Tananai')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Sangiovanni')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Tananai')",89
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi', 'Yuman')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Sangiovanni', 'Tananai')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Sangiovanni', 'Yuman')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Tananai', 'Yuman')",87
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Rkomi')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Tananai')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista', 'Yuman')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Rkomi')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Tananai')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Rkomi', 'Tananai')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Rkomi', 'Yuman')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Irama', 'Tananai', 'Yuman')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",89
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",89
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",84
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Tananai')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Rkomi')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Tananai')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi', 'Yuman')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",88
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Sangiovanni', 'Tananai')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Sangiovanni', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Tananai', 'Yuman')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Matteo_Romano')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Rkomi')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Tananai')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Matteo_Romano')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Rkomi')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Tananai')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Michele_Bravi')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Noemi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",89
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Rkomi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Tananai')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Yuman')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Noemi', 'Yuman')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Yuman')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Michele_Bravi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",91
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Michele_Bravi', 'Yuman')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Rkomi', 'Tananai')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Tananai', 'Yuman')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Michele_Bravi')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Noemi')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",90
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Michele_Bravi', 'Yuman')",99
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Noemi', 'Yuman')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Rkomi', 'Tananai')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Tananai', 'Yuman')",92
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Rkomi')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Tananai')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",93
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Rkomi')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Tananai')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Yuman')",94
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Sangiovanni')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Tananai')",88
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Yuman')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Sangiovanni', 'Tananai')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Sangiovanni', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Matteo_Romano', 'Tananai', 'Yuman')",86
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Michele_Bravi', 'Rkomi', 'Tananai')",97
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Michele_Bravi', 'Rkomi', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Michele_Bravi', 'Tananai', 'Yuman')",95
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Noemi', 'Rkomi', 'Tananai')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Noemi', 'Rkomi', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Noemi', 'Tananai', 'Yuman')",96
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Rkomi', 'Sangiovanni', 'Tananai')",100
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Rkomi', 'Sangiovanni', 'Yuman')",98
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Rkomi', 'Tananai', 'Yuman')",88
"('Fabrizio_Moro', 'Giusy_Ferreri', 'Sangiovanni', 'Tananai', 'Yuman')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Rkomi')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Tananai')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Yuman')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Rkomi')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Tananai')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Yuman')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Yuman')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Rkomi')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Tananai')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Yuman')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Rkomi')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Tananai')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Yuman')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Rkomi', 'Tananai')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Rkomi', 'Yuman')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Irama', 'Tananai', 'Yuman')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",92
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",86
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",95
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Sangiovanni')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",86
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri')",94
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi')",98
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Sangiovanni')",100
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",88
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",87
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi')",96
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi')",97
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Sangiovanni')",99
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",89
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",87
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",90
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi')",91
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",83
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni')",93
"('Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",83
