SQUADRA,BAUDI
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Yuman')",99
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Rkomi')",95
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Tananai')",95
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Matteo_Romano', 'Yuman')",93
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Rkomi', 'Tananai')",97
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Rkomi', 'Yuman')",95
"('Achille_Lauro', 'Ana_Mena', 'Giovanni_Truppi', 'Tananai', 'Yuman')",95
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi')",96
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano')",96
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi')",98
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Tananai')",98
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Yuman')",96
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",100
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano')",95
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi')",97
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Tananai')",97
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Yuman')",95
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",100
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Yuman')",100
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi')",97
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Tananai')",97
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Yuman')",95
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Rkomi', 'Tananai')",99
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Rkomi', 'Yuman')",97
"('Achille_Lauro', 'Ana_Mena', 'Giusy_Ferreri', 'Tananai', 'Yuman')",97
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",97
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni')",99
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri')",98
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano')",92
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi')",94
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Tananai')",94
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Yuman')",92
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",97
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi')",99
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Tananai')",99
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Yuman')",97
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano')",99
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Yuman')",99
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Matteo_Romano')",98
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Rkomi')",100
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Tananai')",100
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Massimo_Ranieri', 'Yuman')",98
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Matteo_Romano', 'Rkomi')",94
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Matteo_Romano', 'Tananai')",94
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Matteo_Romano', 'Yuman')",92
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Rkomi', 'Tananai')",96
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Rkomi', 'Yuman')",94
"('Achille_Lauro', 'Ana_Mena', 'Highsnob_e_Hu', 'Tananai', 'Yuman')",94
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",96
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",98
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",98
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",96
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",98
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",100
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",100
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",98
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",97
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",99
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",99
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",97
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",100
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",93
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",93
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",91
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",100
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",95
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",93
"('Achille_Lauro', 'Ana_Mena', 'Iva_Zanicchi', 'Tananai', 'Yuman')",93
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",98
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",98
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",96
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",100
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",98
"('Achille_Lauro', 'Ana_Mena', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",98
"('Achille_Lauro', 'Ana_Mena', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",100
"('Achille_Lauro', 'Ana_Mena', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",100
"('Achille_Lauro', 'Ana_Mena', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",98
"('Achille_Lauro', 'Ana_Mena', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",100
"('Achille_Lauro', 'Ana_Mena', 'Le_Vibrazioni', 'Tananai', 'Yuman')",100
"('Achille_Lauro', 'Ana_Mena', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",99
"('Achille_Lauro', 'Ana_Mena', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",99
"('Achille_Lauro', 'Ana_Mena', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",97
"('Achille_Lauro', 'Ana_Mena', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",99
"('Achille_Lauro', 'Ana_Mena', 'Massimo_Ranieri', 'Tananai', 'Yuman')",99
"('Achille_Lauro', 'Ana_Mena', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",100
"('Achille_Lauro', 'Ana_Mena', 'Matteo_Romano', 'Rkomi', 'Tananai')",95
"('Achille_Lauro', 'Ana_Mena', 'Matteo_Romano', 'Rkomi', 'Yuman')",93
"('Achille_Lauro', 'Ana_Mena', 'Matteo_Romano', 'Tananai', 'Yuman')",93
"('Achille_Lauro', 'Ana_Mena', 'Rkomi', 'Tananai', 'Yuman')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Fabrizio_Moro', 'Iva_Zanicchi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Fabrizio_Moro', 'Matteo_Romano')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Fabrizio_Moro', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Giovanni_Truppi')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Giusy_Ferreri')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Highsnob_e_Hu')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Iva_Zanicchi')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Matteo_Romano')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Rkomi')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Tananai')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Gianni_Morandi', 'Yuman')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Giusy_Ferreri')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Highsnob_e_Hu')",93
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Iva_Zanicchi')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Le_Vibrazioni')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Massimo_Ranieri')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Matteo_Romano')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Rkomi')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Tananai')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giovanni_Truppi', 'Yuman')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Highsnob_e_Hu')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Iva_Zanicchi')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Massimo_Ranieri')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Matteo_Romano')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Rkomi')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Tananai')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Giusy_Ferreri', 'Yuman')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Iva_Zanicchi')",91
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Le_Vibrazioni')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Massimo_Ranieri')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Matteo_Romano')",91
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Michele_Bravi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Rkomi')",93
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Tananai')",93
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Highsnob_e_Hu', 'Yuman')",91
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Le_Vibrazioni')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Massimo_Ranieri')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Matteo_Romano')",90
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Michele_Bravi')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Noemi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Rkomi')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Tananai')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Iva_Zanicchi', 'Yuman')",90
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'La_Rappresentante_di_Lista', 'Rkomi')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'La_Rappresentante_di_Lista', 'Tananai')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'La_Rappresentante_di_Lista', 'Yuman')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Le_Vibrazioni', 'Matteo_Romano')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Le_Vibrazioni', 'Rkomi')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Le_Vibrazioni', 'Tananai')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Le_Vibrazioni', 'Yuman')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Massimo_Ranieri', 'Matteo_Romano')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Massimo_Ranieri', 'Rkomi')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Massimo_Ranieri', 'Tananai')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Massimo_Ranieri', 'Yuman')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Matteo_Romano', 'Michele_Bravi')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Matteo_Romano', 'Noemi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Matteo_Romano', 'Rkomi')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Matteo_Romano', 'Tananai')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Matteo_Romano', 'Yuman')",90
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Michele_Bravi', 'Yuman')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Noemi', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Rkomi', 'Tananai')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Rkomi', 'Yuman')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Ditonellapiaga_con_Donatella_Rettore', 'Tananai', 'Yuman')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Emma', 'Iva_Zanicchi', 'Matteo_Romano')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Emma', 'Iva_Zanicchi', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Emma', 'Matteo_Romano', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Highsnob_e_Hu', 'Iva_Zanicchi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Highsnob_e_Hu', 'Matteo_Romano')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Highsnob_e_Hu', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Iva_Zanicchi', 'Matteo_Romano')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Iva_Zanicchi', 'Yuman')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Fabrizio_Moro', 'Matteo_Romano', 'Yuman')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Highsnob_e_Hu')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Iva_Zanicchi')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Matteo_Romano')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Rkomi')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Tananai')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Yuman')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Highsnob_e_Hu')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Iva_Zanicchi')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Matteo_Romano')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Yuman')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Iva_Zanicchi')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Matteo_Romano')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Rkomi')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Tananai')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Yuman')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Matteo_Romano')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Rkomi')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Tananai')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Yuman')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Yuman')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Rkomi')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Tananai')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Yuman')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Rkomi', 'Tananai')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Rkomi', 'Yuman')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Gianni_Morandi', 'Tananai', 'Yuman')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Highsnob_e_Hu')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Iva_Zanicchi')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Matteo_Romano')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Rkomi')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Tananai')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Yuman')",95
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Iva_Zanicchi')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Le_Vibrazioni')",99
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Massimo_Ranieri')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Matteo_Romano')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Rkomi')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Tananai')",94
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Yuman')",92
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Le_Vibrazioni')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Massimo_Ranieri')",97
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Matteo_Romano')",91
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Michele_Bravi')",100
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Rkomi')",93
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Tananai')",93
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Yuman')",91
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",96
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Rkomi')",98
"('Achille_Lauro', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Tananai')",98
